PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Albemarle Playground,BROOKLYN,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Ditmars Park,QUEENS,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Carter G. Woodson Children'S Park,BROOKLYN,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Virginia Park,BRONX,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Bartlett Playground,BROOKLYN,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Pratt Playground,BROOKLYN,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Houston Playground,BROOKLYN,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Livonia Park,BROOKLYN,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Newport Playground,BROOKLYN,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
White Playground Staten Island,STATEN ISLAND,0.918,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Edmonds Playground,BROOKLYN,0.917,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Garden Playground,BROOKLYN,0.915,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Martin Luther Playground,BROOKLYN,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Pontiac Playground,BRONX,0.913,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Aesop Park,STATEN ISLAND,0.912,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Slattery Playground,BRONX,0.911,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Bay Terrace Playground,QUEENS,0.91,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Willoughby Playground,BROOKLYN,0.907,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Estella Diggs Park,BRONX,0.903,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Washington Hall Park,BROOKLYN,0.901,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Starr Playground,QUEENS,0.9,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Harlem Rbi,MANHATTAN,0.9,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
American Playground,BROOKLYN,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Hart Playground On Broadway,QUEENS,0.896,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Arrochar Playground,STATEN ISLAND,0.892,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Sol Lain Plgd,MANHATTAN,0.891,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
El Shabazz Playground,BROOKLYN,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Pinocchio Playground,QUEENS,0.888,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Alice Kornegay Triangle,MANHATTAN,0.883,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Peter'S Field,MANHATTAN,0.882,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Bedford Playground,BROOKLYN,0.881,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Harold Schneiderman Playground,QUEENS,0.878,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Wakefield Playground,BRONX,0.877,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Queens Valley Playground,QUEENS,0.876,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Lt. Joseph Petrosino Park,BROOKLYN,0.871,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Evergreen Playground,BROOKLYN,0.87,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Playground 286,BROOKLYN,0.868,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Barrier Playground,QUEENS,0.867,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Lion'S Pride Playground,BROOKLYN,0.865,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Nathan Straus Playground,MANHATTAN,0.851,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Schenck Playground,BROOKLYN,0.847,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Haviland Playground,BRONX,0.84,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Sol Bloom Playground,MANHATTAN,0.837,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
P.S. 155 Playground,MANHATTAN,0.834,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Stebbins Playground,BRONX,0.83,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Open Road Park,MANHATTAN,0.828,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Di Gilio Playground,BROOKLYN,0.826,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Hart Playground On 147 St,QUEENS,0.821,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Flynn Playground,BRONX,0.82,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Highbridge Park Bronx Side,BRONX,0.82,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Parkside Playground Bronx,BRONX,0.817,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q1,2020
Fisher Pool,QUEENS,0.817,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Alexander Hamilton Playground,MANHATTAN,0.811,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
West Farms Rapids,BRONX,0.81,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Bellaire Playground,QUEENS,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Steinway Playground,QUEENS,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Risse Street Park,BRONX,0.806,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Ethan Allen Playground,BROOKLYN,0.8,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Kennedy King Playground,BROOKLYN,0.79,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Vladeck Park,MANHATTAN,0.789,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Eugene Mccabe Field,MANHATTAN,0.789,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Spirit Playground,QUEENS,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Samuel Seabury Playground,MANHATTAN,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Morgan Playground,BRONX,0.782,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Moore Playground,MANHATTAN,0.766,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
First Park,MANHATTAN,0.763,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Sgt. William Dougherty Playground,BROOKLYN,0.76,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Admiral Park,QUEENS,0.759,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Jaime Campiz Playground,BROOKLYN,0.752,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Samuel N. Bennerson 2Nd Playground,MANHATTAN,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Playground Seventy Five,QUEENS,0.749,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Webster Playground,BRONX,0.744,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Frost Playground,BROOKLYN,0.739,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Tecumseh Playground,MANHATTAN,0.738,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Railroad Park Bronx,BRONX,0.732,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Nathan Weidenbaum Park,QUEENS,0.732,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Blueberry Park,STATEN ISLAND,0.724,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Clark Playground,BRONX,0.722,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Hunts Point Playground,BRONX,0.717,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Gun Hill Playground,BRONX,0.716,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Bloomingdale Playground,MANHATTAN,0.715,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Galileo Playground,BRONX,0.714,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
I-Am-Park,BRONX,0.712,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Unnamed Park On 17Th Street,BROOKLYN,0.711,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Linwood Playground,BROOKLYN,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Lafayette Gardens Playground,BROOKLYN,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Newtown Playground,QUEENS,0.703,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Oracle Playground,BROOKLYN,0.703,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
Mount Hope Playground,BRONX,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2020
