PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Sunshine Playground,MANHATTAN,0.24,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Rodney Park Center,BROOKLYN,0.237,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
St. Gregory'S Playground,MANHATTAN,0.231,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Sorrentino Recreation Center,QUEENS,0.231,RECREATION CENTER LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Umma Park,BROOKLYN,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
William F Moore Park,QUEENS,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Ogden Plimpton Playground,BRONX,0.229,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Mary O'Connor Playground,MANHATTAN,0.229,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Gene Gray Playground,QUEENS,0.229,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Downing Street Playground,MANHATTAN,0.223,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Playground Thirty Five Xxxv,QUEENS,0.218,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Rolf Henry Playground,BROOKLYN,0.213,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
P.S. 125 Playground,BROOKLYN,0.208,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Tony Dapolito Recreation Center,MANHATTAN,0.208,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Davidson Playground,BRONX,0.207,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Astoria Health Playground,QUEENS,0.207,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Chiarantano Playground,BROOKLYN,0.206,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Minetta Playground,MANHATTAN,0.206,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Corona Mac Park,QUEENS,0.205,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Thorpe Family Playground,BRONX,0.201,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Sunners Playground,BROOKLYN,0.197,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Tudor Grove Playground,MANHATTAN,0.192,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Rodney Playground Center,BROOKLYN,0.189,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Seabury Park,BRONX,0.186,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Eae J Mitchell Park,BRONX,0.183,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Penn Triangle,BROOKLYN,0.183,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Metropolitan Recreation Center,BROOKLYN,0.181,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Ramon Aponte Park,MANHATTAN,0.174,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Field Of Dreams Park,BRONX,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Bill Bojangles Robinson Playground,MANHATTAN,0.172,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Recreation Center 54,MANHATTAN,0.17,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Pearl St Playground,MANHATTAN,0.162,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Lewis Playground,BROOKLYN,0.161,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
North Pacific Playground,BROOKLYN,0.155,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Morris Mesa,BRONX,0.15,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Peace Park,BRONX,0.141,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Duke Park,BROOKLYN,0.137,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Sobel Playground,BROOKLYN,0.135,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Captain Jacob Joseph Playground,MANHATTAN,0.135,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Grand Canal Court,MANHATTAN,0.134,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Lt. Federico Narvaez Tot Lot,BROOKLYN,0.125,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
West 186Th Street Basketball Court,MANHATTAN,0.123,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Sophie Irene Loeb,MANHATTAN,0.122,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Barretto Park,BRONX,0.12,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Abyssinian Tot Lot,MANHATTAN,0.118,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Alexander'S Alley,BRONX,0.11,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
East Flatbush Children'S Park,BROOKLYN,0.106,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Corona Health Sanctuary,QUEENS,0.101,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Mohegan Triangle,BRONX,0.096,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Playground Of The Americas,MANHATTAN,0.079,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Private William Gray Park,QUEENS,0.069,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Adrienne'S Playground,MANHATTAN,0.0,PLAYGROUND LESS THAN ONE ACRE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q3,2016
Pelham Bay Park,BRONX,2771.747,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Van Cortlandt Park,BRONX,1146.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2016
Rockaway Beach And Boardwalk,QUEENS,1072.564,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Freshkills Park,STATEN ISLAND,913.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Flushing Meadows Corona Park,QUEENS,897.69,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,9.0,1.0,12.0,Q4,2016
Latourette Park & Golf Course,STATEN ISLAND,843.97,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Marine Park,BROOKLYN,798.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Belt Parkway/Shore Parkway,BROOKLYN/QUEENS,760.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bronx Park,BRONX,718.373,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Franklin D. Roosevelt Boardwalk And Beach,STATEN ISLAND,644.35,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Alley Pond Park,QUEENS,635.514,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,2.0,0.0,2.0,Q4,2016
Prospect Park,BROOKLYN,526.25,ONE ACRE OR LARGER,0,0.0,2.0,0.0,1,6.0,0.0,9.0,Q4,2016
Forest Park,QUEENS,506.86,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Grand Central Parkway,QUEENS,460.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ferry Point Park,BRONX,413.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Coney Island Beach & Boardwalk,BROOKLYN,399.203,ONE ACRE OR LARGER,0,0.0,3.0,0.0,1,1.0,0.0,5.0,Q4,2016
Cunningham Park,QUEENS,358.0,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Richmond Parkway,STATEN ISLAND,350.983,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Cross Island Parkway,QUEENS,326.895,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Great Kills Park,STATEN ISLAND,315.094,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Wolfe'S Pond Park,STATEN ISLAND,302.693,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Conference House Park,STATEN ISLAND,286.382,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Randall'S Island Park,MANHATTAN,256.111,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,3.0,0.0,4.0,Q4,2016
Rockaway Community Park,QUEENS,255.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Kissena Park,QUEENS,237.147,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Riverside Park,MANHATTAN,235.765,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,4.0,0.0,6.0,Q4,2016
Hutchinson River Parkway,BRONX,229.14,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Blue Heron Park,STATEN ISLAND,217.45,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Dyker Beach Park,BROOKLYN,216.655,ONE ACRE OR LARGER,0,1.0,0.0,0.0,0,2.0,0.0,3.0,Q4,2016
Willowbrook Park,STATEN ISLAND,214.947,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Staten Island Industrial Park,STATEN ISLAND,210.928,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Silver Lake Park,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bronx River Parkway,BRONX,205.647,ONE ACRE OR LARGER,0,1.0,0.0,0.0,0,0.0,0.0,1.0,Q4,2016
Soundview Park,BRONX,205.31,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2016
Belt Parkway,QUEENS,202.647,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Willowbrook Parkway,STATEN ISLAND,198.481,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Inwood Hill Park,MANHATTAN,196.398,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Clove Lakes Park,STATEN ISLAND,193.423,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2016
Fort Washington Park,MANHATTAN,184.143,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Idlewild Park,QUEENS,180.85,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Wards Island Park,MANHATTAN,176.581,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
South Shore Country Club,STATEN ISLAND,173.994,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Saw Mill Creek Marsh,STATEN ISLAND,171.778,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Blood Root Valley,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jamaica Bay Park,QUEENS,149.54,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Kissena Corridor Park,QUEENS,146.81,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Highland Park,BROOKLYN/QUEENS,146.339,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,0.0,0.0,2.0,Q4,2016
Arden Woods,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Riverdale Park,BRONX,144.29,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ocean Parkway Malls,BROOKLYN,140.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bloomingdale Park,STATEN ISLAND,138.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Ocean Breeze Park,STATEN ISLAND,136.568,ONE ACRE OR LARGER,0,0.0,0.0,0.0,1,0.0,0.0,1.0,Q4,2016
Canarsie Park,BROOKLYN,132.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Highbridge Park Manhattan Side,MANHATTAN,130.1,ONE ACRE OR LARGER,1,0.0,4.0,1.0,1,0.0,0.0,7.0,Q4,2016
Crotona Park,BRONX,127.5,ONE ACRE OR LARGER,0,0.0,3.0,1.0,0,1.0,0.0,5.0,Q4,2016
Paerdegat Basin Park,BROOKLYN,118.795,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Hook Creek Park,QUEENS,111.163,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Crescent Beach Park,STATEN ISLAND,110.96,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Clearview Park Golf Course,QUEENS,110.93,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Baisley Pond Park,QUEENS,109.609,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Pelham Parkway,BRONX,108.91,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Pralls Island,STATEN ISLAND,107.514,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mariners Marsh Park,STATEN ISLAND,107.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Douglaston Park Golf Course,QUEENS,104.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Lemon Creek Park,STATEN ISLAND,104.545,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Spring Creek Park,BROOKLYN/QUEENS,99.566,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
High Rock Park,STATEN ISLAND,94.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Long Pond Park,STATEN ISLAND,91.948,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Brookville Park,QUEENS,89.946,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Isle Of Meadows,STATEN ISLAND,87.516,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Calvert Vaux Park,BROOKLYN,85.527,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,1.0,0.0,2.0,Q4,2016
Pugsley Creek Park,BRONX,83.615,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Snug Harbor Cultural Center,STATEN ISLAND,83.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mosholu Parkway,BRONX,80.936,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Mcguire Fields,BROOKLYN,77.181,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fresh Creek Nature Preserve,BROOKLYN,77.044,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Jackie Robinson Parkway,BROOKLYN/QUEENS,72.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fort Tryon Park,MANHATTAN,67.213,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Riverside Park South,MANHATTAN,66.693,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Eastern Parkway,BROOKLYN,65.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Four Sparrow Marsh,BROOKLYN,64.665,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fort Totten Park,QUEENS,60.394,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Astoria Park,QUEENS,59.956,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Laurelton Parkway,QUEENS,59.612,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Red Hook Recreation Area,BROOKLYN,58.503,ONE ACRE OR LARGER,0,1.0,0.0,0.0,0,1.0,0.0,2.0,Q4,2016
Shore Park And Parkway,BROOKLYN,58.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Spring Creek Park Addition,BROOKLYN/QUEENS,57.921,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Juniper Valley Park,QUEENS,55.639,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q4,2016
Little Bay Park,QUEENS,55.22,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Powell'S Cove Park,QUEENS,55.023,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Henry Hudson Parkway,BRONX,54.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Harlem River Park,MANHATTAN,53.967,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Dubos Point Wildlife Sanctuary,QUEENS,53.298,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Roy Wilkins Recreation Center,QUEENS,53.238,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,2.0,0.0,2.0,Q4,2016
Reed'S Basket Willow Swamp Park,STATEN ISLAND,52.375,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Brooklyn Botanic Garden,BROOKLYN,47.57,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Meredith Woods,STATEN ISLAND,47.521,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Queens Farm Park,QUEENS,47.08,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
East River Park,MANHATTAN,45.88,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,3.0,0.0,3.0,Q4,2016
Crocheron Park,QUEENS,45.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Macombs Dam Park,BRONX,44.174,ONE ACRE OR LARGER,1,0.0,1.0,0.0,0,0.0,0.0,2.0,Q4,2016
Manhattan Beach Park,BROOKLYN,42.941,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Udall'S Park Preserve,QUEENS,42.768,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Fairview Park,STATEN ISLAND,42.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bayswater Park,QUEENS,40.07,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Deere Park,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Parade Ground,BROOKLYN,39.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Claremont Park,BRONX,38.536,ONE ACRE OR LARGER,0,0.0,3.0,0.0,0,0.0,0.0,3.0,Q4,2016
Broad Channel Wetlands,QUEENS,37.95,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Coney Island Boat Basin,BROOKLYN,36.81,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Bunker Ponds Park,STATEN ISLAND,36.691,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Seton Falls Park,BRONX,35.771,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Mccarren Park,BROOKLYN,35.713,ONE ACRE OR LARGER,0,1.0,1.0,0.0,0,1.0,0.0,3.0,Q4,2016
St. Mary'S Park Bronx,BRONX,35.311,ONE ACRE OR LARGER,0,0.0,2.0,1.0,0,0.0,0.0,3.0,Q4,2016
Shooters Island,STATEN ISLAND,34.689,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
North Brother Island,BRONX,30.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Fort Greene Park,BROOKLYN,30.168,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,3.0,0.0,3.0,Q4,2016
Battery Park City,MANHATTAN,29.99,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Morningside Park,MANHATTAN,29.888,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2016
Macneil Park,QUEENS,28.87,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Alley Athletic Playground,QUEENS,27.531,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Vernam Barbadoes Peninsula,QUEENS,27.484,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
College Point Fields,QUEENS,26.83,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Kaiser Park,BROOKLYN,26.257,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Sunset Park,BROOKLYN,24.498,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,0.0,0.0,2.0,Q4,2016
Owl'S Head Park,BROOKLYN,24.218,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Springfield Park,QUEENS,23.543,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Recreational Area,MANHATTAN,23.093,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
King Fisher Park,STATEN ISLAND,23.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Siedenburg Park,STATEN ISLAND,22.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
St. Nicholas Park,MANHATTAN,22.74,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,1.0,0.0,3.0,Q4,2016
South Brother Island,BRONX,22.16,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Locust Point Marina,BRONX,22.07,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Battery Park,MANHATTAN,21.88,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Brooklyn Bridge Park,BROOKLYN,21.185,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,3.0,0.0,3.0,Q4,2016
Asser Levy Park,BROOKLYN,21.039,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
Seaside Wildlife Nature Park,STATEN ISLAND,20.907,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2016
